person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,loan_intent_encoded,person_home_ownership_encoded,loan_grade_encoded,cb_person_default_on_file_encoded
22,30000,30.0,5000,691.0,0,17,3,1,0,0,0
24,34400,80.0,14000,160.0,1,41,3,0,3,3,1
24,30000,70.0,15250,654.0,0,51,3,2,2,0,0
22,41340,60.0,14000,1749.0,1,34,3,5,3,3,0
25,15000,0.0,2200,788.0,0,15,2,5,3,0,0
21,16200,20.0,2200,1649.0,1,14,2,3,3,3,0
23,24000,30.0,2200,1523.0,0,9,4,1,3,2,1
23,26004,80.0,2200,991.0,1,8,2,0,3,1,0
25,27500,40.0,2200,1253.0,0,8,4,3,3,1,0
22,27996,0.0,2200,1595.0,1,8,2,2,3,3,1
21,35360,10.0,2200,749.0,0,6,2,1,3,0,0
25,38400,50.0,2200,1269.0,0,6,3,0,3,1,0
23,30000,20.0,12000,1645.0,0,4,3,1,0,4,1
23,39000,70.0,2200,1099.0,0,6,4,0,3,1,0
23,39270,60.0,2200,1172.0,0,6,2,5,3,2,0
24,30000,30.0,4500,1472.0,0,15,4,0,0,2,1
26,30000,0.0,5000,1038.0,0,17,4,4,2,1,0
22,46080,10.0,2200,1199.0,0,5,2,5,3,1,0
22,55000,30.0,2200,579.0,0,4,4,3,3,0,0
23,30000,20.0,8000,788.0,0,27,2,5,0,0,0
25,30000,40.0,9000,751.0,0,3,4,0,0,0,0
23,75000,0.0,2200,79.0,0,3,4,5,3,0,0
21,52500,0.0,2225,766.0,0,4,3,0,3,0,0
25,30000,0.0,6000,1435.0,0,2,2,2,0,2,1
23,16000,60.0,2250,1349.0,0,14,4,0,3,2,0
24,29140,10.0,2250,1273.0,0,8,4,5,3,2,0
26,42000,40.0,2250,1038.0,0,5,4,0,3,1,0
23,14000,20.0,2300,1533.0,1,16,2,1,3,3,0
25,25920,0.0,2300,1111.0,0,9,4,4,3,1,0
26,30000,10.0,2300,1099.0,0,8,2,3,3,1,0
21,34416,50.0,2300,676.0,0,7,2,1,3,0,0
26,36400,40.0,2300,74.0,0,6,2,1,3,0,0
25,62400,70.0,2300,1171.0,0,4,3,3,3,1,0
22,30000,40.0,5000,1112.0,0,17,2,4,2,1,0
23,78000,50.0,2300,1758.0,0,3,2,1,3,3,1
23,30000,60.0,5000,1038.0,0,17,4,5,0,1,0
22,30000,60.0,5000,1323.0,0,17,4,0,0,2,0
25,44400,60.0,2350,1398.0,0,5,3,1,3,2,1
24,12000,40.0,2400,692.0,1,2,2,3,3,0,0
26,30000,0.0,4000,714.0,0,13,3,1,0,0,0
23,13000,0.0,2400,1682.0,1,18,3,4,3,4,0
24,13288,50.0,2400,1727.0,1,18,2,5,3,3,0
24,30000,80.0,5000,1348.0,1,17,2,2,0,2,1
25,30000,60.0,4000,714.0,0,13,2,4,0,0,0
26,16428,0.0,2400,1223.0,0,15,4,4,3,2,0
24,16800,30.0,2400,1398.0,1,14,4,3,3,2,1
26,30000,30.0,15000,1062.0,0,5,2,2,0,1,0
23,30000,30.0,4500,1062.0,0,15,3,4,0,1,0
26,18000,10.0,2400,1306.0,1,13,2,5,3,2,1
24,30000,90.0,2400,1311.0,0,8,2,0,0,2,1
22,30000,60.0,3200,1348.0,0,11,4,5,0,2,0
22,30000,60.0,13750,1422.0,0,46,4,1,0,2,0
24,20000,0.0,2400,1562.0,1,12,2,0,3,3,0
22,30000,10.0,5500,1099.0,0,18,3,4,0,1,0
22,21600,10.0,2400,1629.0,1,11,4,2,3,3,0
23,21600,10.0,2400,1523.0,1,11,4,0,3,2,0
22,21996,60.0,2400,1253.0,0,11,4,0,3,2,0
22,30000,30.0,1750,1099.0,0,6,4,3,0,1,0
23,22790,70.0,2400,894.0,0,11,4,5,3,0,0
25,22800,10.0,2400,1036.0,0,11,4,3,3,1,0
22,30000,0.0,5000,1148.0,0,17,4,5,0,1,0
23,23000,50.0,2400,599.0,0,1,3,1,3,0,0
21,24000,60.0,2400,1629.0,0,1,3,5,3,3,0
26,25000,0.0,2400,1528.0,1,1,3,4,3,3,1
23,30000,0.0,3000,1114.0,0,1,3,4,2,1,0
22,25000,0.0,2400,1361.0,0,1,4,1,3,2,0
21,26000,10.0,2400,1158.0,1,9,4,4,3,1,0
21,26400,0.0,2400,1479.0,0,9,2,1,3,2,1
22,26400,0.0,2400,1392.0,1,9,3,2,3,2,0
22,27259,10.0,2400,1059.0,0,9,2,1,3,1,0
25,28000,80.0,2400,1149.0,0,9,3,1,3,1,0
24,28800,0.0,2400,1426.0,1,8,4,2,3,2,1
21,30000,10.0,2400,1719.0,1,8,2,2,3,3,1
21,30000,10.0,2400,1649.0,1,8,2,5,3,3,1
24,30000,20.0,2400,1372.0,0,8,4,3,3,2,1
25,30720,40.0,2400,79.0,0,8,3,3,3,0,0
23,30000,0.0,6500,774.0,0,22,4,0,0,0,0
23,30720,20.0,2400,1398.0,1,8,4,4,3,2,1
22,32000,0.0,2400,1199.0,0,7,3,3,3,1,0
22,32400,30.0,2400,1677.0,0,7,3,5,3,3,1
22,32995,30.0,2400,1148.0,0,7,4,0,3,1,0
26,30000,0.0,15000,1322.0,0,5,2,4,2,2,0
25,35000,30.0,2400,1253.0,0,7,3,5,3,1,0
23,30000,70.0,12000,894.0,0,4,4,1,0,0,0
21,37800,10.0,2400,1426.0,0,6,3,4,3,2,1
23,40000,30.0,2400,89.0,0,6,3,0,3,0,0
25,40000,90.0,2400,542.0,0,6,3,1,3,0,0
24,30000,0.0,6000,1322.0,0,2,3,5,0,2,0
25,30000,20.0,11500,859.0,0,38,4,4,0,0,0
22,40000,10.0,2400,1273.0,0,6,2,1,3,2,1
23,30000,50.0,1000,74.0,0,3,2,3,0,0,0
21,34000,50.0,2400,1083.0,1,7,4,2,3,1,0
24,41300,20.0,2400,1268.0,0,6,2,1,3,2,0
22,41600,0.0,2400,1222.0,0,6,2,1,3,2,1
24,30000,0.0,6000,1357.0,0,2,2,0,0,2,0
26,30000,0.0,3500,80.0,0,12,4,5,0,0,0
22,30000,40.0,5000,1189.0,1,17,4,1,0,1,0
26,30000,0.0,4000,1316.0,0,13,4,5,0,2,1
25,30000,90.0,8000,932.0,0,27,4,5,0,0,0
21,30000,0.0,4750,963.0,1,16,2,4,0,0,0
22,43000,50.0,2400,1099.0,0,6,4,5,3,1,0
22,37080,60.0,2400,1065.0,1,6,3,4,3,1,0
25,44000,50.0,2400,766.0,0,5,4,3,3,0,0
23,44004,30.0,2400,1409.0,0,5,4,1,3,3,1
24,30000,20.0,1000,80.0,0,3,2,1,0,0,0
22,45000,30.0,2400,1218.0,0,5,4,3,3,1,0
26,46000,0.0,2400,991.0,0,5,4,0,3,1,0
23,47000,70.0,2400,1375.0,0,5,4,4,3,4,1
22,30000,60.0,6600,1442.0,0,22,4,4,0,3,1
23,48000,10.0,2400,849.0,0,5,4,3,3,0,0
23,48000,0.0,2400,1059.0,0,5,3,1,3,1,0
24,48000,0.0,2400,1299.0,0,5,4,4,3,2,1
23,49800,20.0,2400,1183.0,0,5,2,4,3,1,0
25,52000,0.0,2400,788.0,0,5,4,2,3,0,0
22,30000,60.0,6950,932.0,0,23,4,5,0,0,0
24,54000,50.0,2400,80.0,0,4,3,4,3,0,0
26,54500,70.0,2400,932.0,0,4,3,1,3,0,0
23,56000,20.0,2400,89.0,0,4,3,3,3,0,0
22,57500,30.0,2400,1523.0,0,4,3,4,3,2,0
25,60000,60.0,2400,1149.0,0,4,3,5,3,1,0
24,54000,30.0,2400,1349.0,1,4,4,3,3,2,1
26,54000,20.0,2400,1409.0,1,4,2,2,3,3,0
21,30000,40.0,14000,938.0,0,47,4,0,0,0,0
25,63000,30.0,2400,714.0,0,4,4,0,3,0,0
23,63300,30.0,2400,79.0,0,4,4,0,3,0,0
22,66000,20.0,2400,74.0,0,4,2,1,3,0,0
26,67000,40.0,2400,1299.0,0,4,2,3,3,2,1
24,30000,40.0,5000,1071.0,0,17,2,4,0,1,0
24,95000,40.0,2400,599.0,0,3,3,4,3,0,0
25,87999,50.0,2400,1479.0,1,3,4,4,3,2,1
23,36000,0.0,2425,849.0,0,7,4,1,3,0,0
22,24000,0.0,2450,79.0,0,1,2,0,3,0,0
21,10800,40.0,2500,888.0,1,23,2,4,3,1,0
24,12600,20.0,2500,1311.0,1,2,2,5,3,2,1
23,95000,20.0,13600,1111.0,0,14,2,5,3,1,0
24,31000,80.0,13500,1343.0,1,44,4,5,3,2,0
21,38000,50.0,13500,991.0,1,36,3,1,3,1,0
22,43000,60.0,13500,1095.0,1,31,3,4,3,1,0
23,45312,30.0,13500,788.0,0,3,3,1,3,0,0
26,30200,30.0,9200,1099.0,0,3,2,5,2,1,0
25,30200,90.0,15000,102.0,0,5,2,2,0,1,0
23,51000,60.0,13500,1223.0,0,26,2,0,3,2,1
23,30280,50.0,5800,729.0,0,19,2,1,0,0,0
22,30288,20.0,6000,1273.0,0,2,2,1,0,2,0
22,30288,0.0,5000,1947.0,1,17,3,1,2,5,1
24,30300,0.0,5000,774.0,0,17,2,3,0,0,0
25,53000,100.0,13500,699.0,0,25,3,0,3,0,0
24,57000,0.0,13500,692.0,0,24,2,4,3,0,0
24,57772,60.0,13500,1399.0,0,23,2,5,3,2,0
25,60000,90.0,13500,749.0,0,23,2,0,3,0,0
22,68000,60.0,13500,1062.0,0,2,4,0,3,1,0
24,68000,30.0,13500,1221.0,0,2,2,1,3,1,0
26,71000,50.0,13500,1269.0,0,19,3,3,3,1,0
26,77508,100.0,13500,1287.0,0,17,2,5,3,2,1
25,30576,50.0,10000,603.0,0,33,4,0,0,0,0
26,100000,0.0,13500,714.0,0,14,3,4,3,0,0
26,185000,0.0,13500,599.0,0,7,3,5,3,0,0
23,35000,60.0,13475,1065.0,1,39,3,0,3,1,0
23,30652,40.0,6000,1454.0,1,2,2,0,0,3,1
23,29000,10.0,13475,1426.0,1,46,4,5,3,2,1
23,29000,40.0,13450,1261.0,1,46,3,3,3,3,0
26,38000,30.0,13400,999.0,1,35,2,1,3,1,0
25,30720,30.0,2000,1112.0,0,7,2,5,0,1,0
22,50000,0.0,13350,1459.0,1,27,2,0,3,3,0
24,33000,20.0,13300,766.0,1,4,4,0,3,0,0
24,39875,70.0,13300,160.0,1,33,4,4,3,3,1
23,54000,50.0,13275,1758.0,0,25,2,5,3,3,1
25,24000,30.0,13250,1037.0,1,55,2,5,3,1,0
23,30873,80.0,4200,1099.0,0,14,4,1,0,1,0
22,30000,40.0,13250,164.0,1,44,3,0,3,4,1
26,37500,60.0,13250,1349.0,1,35,3,0,3,2,1
23,38400,10.0,13250,1099.0,1,35,4,5,3,1,0
26,40000,30.0,13250,1171.0,1,33,2,4,3,1,0
26,35000,50.0,13225,1349.0,1,38,3,5,3,2,1
22,40000,60.0,13225,1677.0,1,33,2,4,3,3,1
23,30996,20.0,5000,1186.0,0,16,2,5,2,1,0
22,31500,50.0,13200,1171.0,1,42,4,1,3,1,0
25,46596,20.0,13200,1253.0,0,28,4,0,3,1,0
24,60000,10.0,13200,662.0,0,22,4,4,3,0,0
22,60000,0.0,13200,849.0,0,22,3,4,3,0,0
26,31000,90.0,15000,79.0,1,48,4,2,0,0,0
26,54000,0.0,13200,1491.0,1,24,2,4,3,3,1
21,31000,50.0,6000,751.0,0,19,4,4,0,0,0
24,72000,30.0,13200,729.0,0,18,3,2,3,0,0
23,75000,30.0,13200,617.0,0,18,4,5,3,0,0
25,76000,40.0,13200,1223.0,0,17,4,1,3,2,0
21,31000,50.0,7500,542.0,0,24,4,1,0,0,0
26,80952,60.0,13200,1677.0,0,16,4,1,3,3,0
24,71040,10.0,13100,749.0,0,18,2,5,3,0,0
24,31000,80.0,5000,542.0,0,16,2,1,0,0,0
25,31000,70.0,6000,766.0,0,19,2,2,0,0,0
21,24000,20.0,13000,157.0,1,54,3,5,3,3,1
24,31000,80.0,8000,542.0,0,26,4,2,0,0,0
21,24000,50.0,13000,1287.0,1,54,2,0,3,2,0
24,31000,80.0,9000,1484.0,1,29,4,4,0,3,1
25,31000,40.0,10000,1038.0,0,32,4,5,0,1,0
26,28000,100.0,13000,1629.0,1,46,3,3,3,3,1
25,28000,100.0,13000,79.0,1,46,3,4,3,0,0
26,28800,0.0,13000,1446.0,1,45,2,2,3,3,0
25,31000,20.0,12250,1136.0,1,4,3,4,0,1,0
22,30000,20.0,13000,1311.0,1,43,3,5,3,2,1
21,31200,0.0,13000,1311.0,1,42,2,1,3,2,1
26,33800,40.0,13000,1357.0,1,38,4,1,3,2,0
26,34000,20.0,13000,963.0,1,38,2,3,3,1,0
25,35000,50.0,13000,1322.0,1,37,2,3,3,2,0
24,36000,80.0,13000,1727.0,1,36,4,1,3,3,0
22,31000,10.0,5000,1379.0,0,16,4,0,0,2,0
24,36000,70.0,13000,729.0,1,36,3,0,3,0,0
26,31000,50.0,4000,1033.0,0,13,2,1,0,1,0
22,31000,0.0,3000,1254.0,0,1,3,3,0,2,0
23,30000,40.0,13000,1357.0,1,43,2,0,3,2,1
22,36000,60.0,13000,1114.0,1,36,4,0,3,1,0
24,37000,30.0,13000,1025.0,1,35,4,1,3,1,0
23,31164,70.0,4500,662.0,0,14,2,0,0,0,0
23,38400,50.0,13000,1171.0,1,34,3,1,3,1,0
25,38400,0.0,13000,1074.0,1,34,3,0,3,1,0
26,31200,60.0,9250,79.0,0,3,2,4,0,0,0
22,39000,50.0,13000,1183.0,1,33,4,0,3,1,0
25,40000,90.0,13000,1099.0,1,33,3,4,3,1,0
24,40000,50.0,13000,1426.0,1,33,3,0,3,2,0
25,31200,90.0,2400,1758.0,1,8,4,2,0,3,1
21,40800,30.0,13000,1357.0,1,32,2,3,3,2,1
22,31200,30.0,3200,1099.0,0,1,2,5,0,1,0
26,36000,60.0,13000,599.0,1,36,4,0,3,0,0
21,42000,50.0,13000,1531.0,1,31,3,1,3,3,0
22,43000,60.0,13000,1287.0,0,3,4,1,3,2,1
22,37200,0.0,13000,160.0,1,35,2,5,3,4,0
23,44000,10.0,13000,1347.0,0,3,2,1,3,2,0
23,44100,80.0,13000,89.0,0,29,4,3,3,0,0
23,31200,70.0,7550,999.0,0,24,4,0,0,1,0
24,46000,80.0,13000,1099.0,0,28,3,4,3,1,0
25,31200,30.0,11200,542.0,0,36,2,3,0,0,0
25,31200,90.0,6000,579.0,0,19,4,0,0,0,0
22,48000,10.0,13000,999.0,0,27,2,3,3,1,0
26,48000,0.0,13000,1126.0,0,27,3,0,3,1,0
23,49000,0.0,13000,617.0,0,27,4,4,3,0,0
23,44000,70.0,13000,1629.0,1,3,3,0,3,3,0
22,20640,0.0,2500,1268.0,0,12,3,1,3,2,0
26,31200,40.0,8400,751.0,0,27,3,2,0,0,0
25,21600,40.0,2500,599.0,0,12,3,1,3,0,0
22,21996,0.0,2500,1189.0,0,11,2,3,3,1,0
21,22000,40.0,2500,714.0,0,11,4,0,3,0,0
22,31200,20.0,1050,751.0,1,3,4,0,0,0,0
23,22000,0.0,2500,751.0,0,11,2,5,3,0,0
24,22000,0.0,2500,976.0,0,11,2,0,3,1,0
21,22200,20.0,2500,1629.0,1,11,4,4,3,3,0
26,22406,50.0,2500,676.0,1,11,4,4,3,0,0
23,24000,0.0,2500,1171.0,0,1,2,1,3,1,0
21,31200,20.0,1000,1459.0,0,3,2,1,0,3,0
24,24000,10.0,2500,1074.0,0,1,3,3,3,1,0
24,31200,80.0,10000,1218.0,0,32,2,4,2,1,0
22,31200,60.0,3500,774.0,0,11,2,5,0,0,0
22,24960,0.0,2500,751.0,0,1,2,5,3,0,0
24,31200,20.0,6700,1426.0,0,21,2,1,0,2,1
25,24996,80.0,2500,1298.0,0,1,4,5,3,2,0
22,24996,0.0,2500,1099.0,1,1,3,3,3,1,0
23,25000,0.0,2500,691.0,0,1,2,4,3,0,0
24,25000,50.0,2500,1348.0,0,1,4,3,3,2,1
22,25000,0.0,2500,1114.0,0,1,3,0,3,1,0
21,26940,10.0,2500,542.0,0,9,4,1,3,0,0
26,27000,0.0,2500,1361.0,0,9,4,1,3,2,0
25,27024,70.0,2500,1669.0,0,9,2,1,3,4,0
26,27200,40.0,2500,1349.0,0,9,4,0,3,2,0
22,31500,20.0,14000,89.0,0,44,3,5,0,0,0
21,28200,20.0,2500,1677.0,1,9,2,0,3,3,1
24,28500,30.0,2500,1136.0,0,9,4,0,3,1,0
24,29000,40.0,2500,1099.0,0,9,3,4,3,1,0
25,29000,20.0,2500,1284.0,1,9,3,5,3,2,0
23,30000,70.0,2500,988.0,0,8,2,3,3,1,0
22,31500,30.0,4500,988.0,0,14,2,5,0,1,0
24,31000,10.0,2500,1454.0,1,8,3,1,3,3,1
26,31200,40.0,2500,1037.0,0,8,3,5,3,1,0
23,31577,60.0,2500,692.0,0,8,4,1,2,0,0
21,32000,10.0,2500,74.0,0,8,3,5,3,0,0
25,33000,60.0,2500,1059.0,0,8,2,0,3,1,0
23,33448,20.0,2500,1166.0,0,7,2,1,3,2,1
23,33500,20.0,2500,1568.0,1,7,4,1,3,4,1
21,34368,0.0,2500,1287.0,0,7,2,0,3,2,1
21,31776,50.0,6000,89.0,0,19,3,5,0,0,0
23,34800,70.0,2500,639.0,0,7,2,1,3,0,0
26,35000,20.0,2500,89.0,0,7,3,3,3,0,0
23,35000,0.0,2500,751.0,0,7,2,0,3,0,0
22,30000,20.0,2500,849.0,1,8,2,1,3,0,0
21,30000,30.0,2500,714.0,1,8,4,0,3,0,0
22,30000,0.0,2500,1316.0,1,8,4,1,3,2,1
26,37000,20.0,2500,714.0,0,7,3,5,3,0,0
25,32000,10.0,2500,1645.0,1,8,2,3,3,4,1
25,38060,90.0,2500,1253.0,0,7,2,0,3,1,0
23,39200,10.0,2500,774.0,0,6,3,1,3,0,0
23,32000,70.0,10000,1171.0,0,31,2,1,0,1,0
24,40000,60.0,2500,1527.0,0,6,3,4,3,2,0
25,40000,30.0,2500,999.0,0,6,3,3,3,1,0
25,32000,80.0,5600,79.0,0,17,3,0,0,0,0
22,34000,20.0,2500,1357.0,1,7,3,2,3,2,1
22,35500,60.0,2500,1562.0,1,7,2,3,3,3,0
24,36000,20.0,2500,1677.0,1,7,3,2,3,3,0
21,42000,50.0,2500,999.0,0,6,2,3,3,1,0
22,32000,0.0,1700,79.0,0,5,4,1,0,0,0
23,42000,0.0,2500,1149.0,0,6,2,1,3,1,0
23,42000,40.0,2500,1361.0,0,6,4,1,3,2,0
22,42000,0.0,2500,1392.0,0,6,3,5,3,2,1
25,36228,40.0,2500,766.0,1,7,2,3,3,0,0
21,32000,40.0,2500,1171.0,1,8,3,4,0,1,0
26,43000,30.0,2500,1349.0,0,6,2,1,3,2,0
22,37000,20.0,2500,1749.0,1,7,3,2,3,3,0
25,45000,50.0,2500,1269.0,0,6,4,3,3,1,0
24,32000,50.0,6000,542.0,0,19,4,2,0,0,0
23,32000,40.0,2000,599.0,0,6,2,1,0,0,0
22,45000,50.0,2500,1435.0,0,6,2,3,3,2,1
26,46000,100.0,2500,849.0,0,5,4,0,3,0,0
26,46500,10.0,2500,1472.0,0,5,3,0,3,2,1
26,47004,90.0,2500,1565.0,0,5,3,3,3,3,1
22,32000,30.0,6000,849.0,0,19,2,1,0,0,0
24,48000,40.0,2500,1335.0,0,5,4,1,3,2,0
22,49500,70.0,2500,1427.0,0,5,2,3,3,2,1
26,32000,40.0,4900,599.0,0,15,3,1,0,0,0
22,45630,0.0,2500,1864.0,1,5,2,1,3,4,0
26,52000,60.0,2500,1482.0,0,5,2,0,3,2,1
24,46180,10.0,2500,1398.0,1,5,3,5,3,2,1
25,54000,40.0,2500,1398.0,0,5,2,4,3,2,0
23,54000,70.0,2500,1632.0,0,5,2,1,3,3,1
25,32000,30.0,15000,1111.0,0,47,4,4,0,1,0
22,54996,60.0,2500,1435.0,0,5,4,0,3,2,1
26,48996,80.0,2500,1459.0,1,5,2,0,3,3,0
25,55000,40.0,2500,788.0,0,5,2,4,3,0,0
24,57600,80.0,2500,1472.0,0,4,3,1,3,2,1
25,32000,70.0,3250,1074.0,1,1,2,4,0,1,0
23,59000,70.0,2500,1496.0,0,4,2,4,3,3,0
25,60000,90.0,2500,863.0,0,4,3,4,3,0,0
23,61000,30.0,2500,749.0,0,4,3,0,3,0,0
26,32000,70.0,4800,1261.0,0,15,3,5,0,2,1
25,32000,30.0,6250,1149.0,0,2,3,0,0,1,0
23,63000,70.0,2500,1472.0,0,4,2,1,3,2,0
26,64000,30.0,2500,1099.0,0,4,3,3,3,1,0
25,65004,100.0,2500,1008.0,0,4,2,3,3,1,0
24,69996,30.0,2500,1253.0,0,4,3,0,3,1,0
24,32000,40.0,3000,1075.0,0,9,4,5,0,1,0
22,54400,60.0,2500,1649.0,1,4,3,3,3,3,1
24,32000,70.0,4500,676.0,0,14,2,5,0,0,0
24,64000,40.0,2500,1114.0,1,4,3,2,3,1,0
24,70082,50.0,2500,1261.0,0,4,4,5,3,2,0
24,79800,80.0,2500,962.0,0,3,2,2,3,1,0
26,82400,100.0,2500,1392.0,0,3,3,5,3,2,0
26,85000,10.0,2500,859.0,0,3,2,1,3,0,0
23,92500,60.0,2500,1074.0,0,3,3,5,3,1,0
24,32000,60.0,12250,894.0,0,38,4,1,0,0,0
23,112995,70.0,2500,737.0,0,2,3,5,3,0,0
26,121000,20.0,2500,766.0,0,2,4,1,3,0,0
26,200004,70.0,2500,1361.0,0,1,2,3,3,2,1
23,10560,0.0,2800,999.0,1,27,4,0,3,1,0
23,13000,30.0,2800,1521.0,1,22,2,4,3,3,1
25,13380,0.0,2800,1461.0,1,21,2,4,3,3,1
22,14400,50.0,2800,654.0,1,19,3,5,3,0,0
22,32000,0.0,6950,774.0,0,22,3,5,0,0,0
21,14800,50.0,2800,80.0,1,19,3,0,3,0,0
26,15000,10.0,2800,1531.0,1,19,4,1,3,3,1
23,32000,40.0,1200,768.0,0,4,4,5,0,0,0
21,15600,0.0,2800,74.0,1,18,4,3,3,0,0
23,32000,10.0,15000,1158.0,0,47,4,0,0,1,0
25,20800,0.0,2800,1521.0,1,13,4,2,3,3,1
21,32000,30.0,4500,160.0,0,14,4,4,2,4,0
24,21168,30.0,2800,1422.0,0,13,4,5,3,2,1
22,23000,10.0,2800,2174.0,1,12,4,3,3,5,0
23,24000,20.0,2800,1149.0,1,12,4,3,3,1,0
25,32000,10.0,8000,1316.0,0,25,2,0,0,2,0
21,32000,50.0,4200,1158.0,0,13,2,0,0,1,0
25,32000,10.0,2500,768.0,1,8,3,2,0,0,0
23,26500,10.0,2800,1229.0,0,11,3,1,3,2,0
22,27000,30.0,2800,751.0,1,1,3,3,3,0,0
22,32000,10.0,1200,996.0,0,4,2,3,2,1,0
23,32000,0.0,2500,128.0,1,8,3,2,0,3,1
23,28800,50.0,2800,1038.0,0,1,2,4,3,1,0
22,29376,10.0,2800,743.0,0,1,4,1,3,0,0
22,19200,30.0,2850,1527.0,0,15,4,3,3,2,1
25,32004,30.0,22750,617.0,0,71,4,4,0,0,0
24,45000,30.0,2850,1186.0,0,6,2,3,3,3,0
23,32004,0.0,9250,1719.0,0,29,4,1,2,4,0
22,90000,50.0,2850,599.0,0,3,3,5,3,0,0
23,28000,20.0,2875,1523.0,0,1,3,5,3,2,1
25,36800,10.0,2875,1128.0,0,8,4,3,3,2,1
22,32004,60.0,10000,751.0,0,31,2,1,0,0,0
26,66000,0.0,2875,749.0,0,4,2,0,3,0,0
24,32004,50.0,14000,1273.0,0,44,4,5,0,2,0
21,19000,0.0,2900,80.0,0,15,2,4,3,0,0
26,31200,0.0,2900,991.0,0,9,2,3,3,1,0
25,50000,0.0,2900,80.0,0,6,4,1,3,0,0
22,27000,50.0,2925,1071.0,0,11,4,4,3,1,0
22,32004,60.0,10000,1083.0,0,31,3,1,0,1,0
22,32004,0.0,6600,907.0,0,21,3,1,2,0,0
22,25000,0.0,2975,996.0,0,12,2,5,3,1,0
21,49800,60.0,2975,79.0,0,6,2,1,3,0,0
22,32112,40.0,15000,1398.0,0,47,3,4,0,2,0
24,10000,80.0,3000,79.0,1,3,3,4,3,0,0
23,32198,30.0,1000,1095.0,0,3,2,1,0,1,0
21,12000,50.0,3000,89.0,1,25,4,1,3,0,0
21,12000,0.0,3000,788.0,1,25,3,5,3,0,0
21,32268,0.0,8000,80.0,0,25,3,3,2,0,0
23,14000,40.0,3000,774.0,1,21,3,5,3,0,0
21,14400,20.0,3000,1343.0,1,21,3,3,3,2,1
22,32352,60.0,1000,1527.0,1,3,2,2,0,2,1
21,14400,20.0,3000,963.0,1,21,2,2,3,1,0
23,32388,0.0,6000,1071.0,0,19,4,1,0,1,0
22,15000,30.0,3000,991.0,1,2,3,1,3,1,0
22,15000,20.0,3000,751.0,1,2,4,5,3,0,0
22,32400,60.0,4200,1099.0,0,13,4,5,0,1,0
25,32400,90.0,10000,1399.0,0,31,3,4,0,2,1
25,32400,20.0,4800,729.0,0,15,4,0,0,0,0
22,32400,60.0,3625,692.0,0,11,3,1,0,0,0
21,32400,20.0,10000,542.0,0,31,2,1,0,0,0
22,16320,0.0,3000,1392.0,1,18,4,2,3,2,1
25,17400,0.0,3000,1183.0,1,17,4,1,3,1,0
23,17520,50.0,3000,1037.0,1,17,4,0,3,1,0
21,17916,10.0,3000,60.0,1,17,3,3,3,0,0
23,18000,10.0,3000,1171.0,1,17,4,2,3,1,0
21,18000,0.0,3000,79.0,1,17,2,0,3,0,0
21,32400,50.0,5000,160.0,1,15,2,4,0,4,0
24,18000,50.0,3000,1527.0,1,17,2,4,3,2,1
23,18000,10.0,3000,1599.0,1,17,2,2,3,3,1
22,18000,0.0,3000,1399.0,1,17,4,3,3,2,1
26,32450,50.0,3250,699.0,0,1,4,3,0,0,0
22,18000,30.0,3000,1059.0,1,17,3,0,3,1,0
23,18000,40.0,3000,1306.0,1,17,2,4,3,2,0
22,18000,10.0,3000,1186.0,1,17,2,4,3,1,0
25,32500,30.0,12500,79.0,0,38,4,1,0,0,0
21,18008,10.0,3000,97.0,1,17,2,3,3,1,0
22,32500,60.0,2500,699.0,0,8,3,0,0,0,0
21,18864,0.0,3000,1099.0,1,16,4,2,3,1,0
22,32500,50.0,14500,1199.0,0,45,4,0,0,1,0
22,19000,50.0,3000,1306.0,1,16,2,5,3,2,0
23,19200,30.0,3000,1299.0,1,16,2,5,3,2,1
23,19200,0.0,3000,999.0,1,16,3,4,3,1,0
24,32500,60.0,6600,1273.0,0,2,4,3,0,2,0
26,32500,80.0,3000,1322.0,0,9,4,3,0,2,0
26,32500,0.0,3500,859.0,0,11,2,2,0,0,0
21,19200,0.0,3000,1099.0,1,16,2,4,3,1,0
22,20000,20.0,3000,1311.0,0,15,4,1,3,2,0
21,20004,20.0,3000,1037.0,0,15,3,1,3,1,0
23,20800,0.0,3000,1146.0,0,14,4,0,3,1,0
25,32760,60.0,6000,1059.0,0,18,2,5,0,1,0
26,21000,30.0,3000,1059.0,0,14,2,4,3,1,0
23,21000,20.0,3000,1268.0,0,14,2,0,3,2,1
22,21600,20.0,3000,1349.0,0,14,3,1,3,2,0
21,32900,20.0,3000,999.0,0,9,2,3,0,1,0
22,32968,60.0,16500,89.0,0,5,4,1,2,0,0
24,22000,30.0,3000,1033.0,0,14,2,4,3,1,0
22,22800,30.0,3000,662.0,0,13,3,3,3,0,0
22,23000,40.0,3000,579.0,0,13,2,3,3,0,0
24,23000,0.0,3000,80.0,0,13,3,1,3,0,0
22,33000,60.0,12000,991.0,0,36,2,4,2,1,0
24,30000,20.0,3000,603.0,0,1,3,1,3,0,0
24,30000,40.0,3000,1929.0,1,1,2,0,3,4,1
24,30000,20.0,3000,749.0,0,1,3,4,3,0,0
22,33000,60.0,8875,1065.0,0,27,4,5,0,1,0
23,30000,20.0,3000,749.0,0,1,2,5,3,0,0
